ID,red,green,blue,Y,cblue,cred,class
419,184.8009,153.5889,107.448,151.3917,102.922,145.2176,1
420,224.9431,169.1008,151.9465,173.8675,112.081,153.6535,1
421,219.7825,154.2666,131.8987,163.1221,108.7363,158.3918,1
422,215.0509,168.8544,151.232,171.1606,113.3109,149.4893,1
423,150.1215,96.8492,71.1976,110.3325,109.0343,153.2026,1
424,226.318,161.5537,124.6879,167.756,102.2697,159.0237,1
425,143.4736,108.5444,88.5024,116.2208,114.0108,144.927,1
426,136.4195,104.1429,88.4429,112.1753,116.7168,143.5631,1
427,131.0104,69.4974,42.7165,88.7896,107.3983,157.0452,1
428,129.0176,55.0862,32.3367,80.1277,107.2883,162.0638,1
429,170.2416,112.1345,95.9097,125.6261,112.2038,154.4979,1
430,162.9411,102.1014,77.1679,116.8879,108.3233,156.4198,1
431,170.3377,134.2333,107.5709,137.9183,111.0779,145.642,1
432,202.5364,140.7431,109.2529,149.6603,104.863,157.3542,1
433,196.0477,134.6772,120.344,146.01,112.4715,155.8828,1
434,194.8867,134.2615,121.3613,145.6039,113.2636,155.4801,1
435,144.3381,97.4722,65.9038,108.6245,107.4457,151.1629,1
436,165.0016,113.5337,81.1095,123.5555,106.2461,152.947,1
437,202.3444,125.3184,109.3684,141.8446,110.0135,163.0063,1
438,198.521,149.2116,118.8012,153.8319,107.4329,151.8214,1
439,214.6741,170.6305,140.5949,170.9014,108.3362,149.5271,1
440,186.2434,138.1163,106.4213,143.8864,107.222,151.7386,1
441,191.1607,149.4026,106.8108,150.8265,103.1735,149.2703,1
442,198.2035,143.9006,104.8598,149.7372,102.9621,154.4387,1
443,141.6287,86.1086,56.1902,101.2927,106.7689,154.4078,1
444,171.5246,110.4415,82.3962,123.8038,106.6834,156.8529,1
445,179.8955,137.3886,102.9041,141.5441,106.6277,148.9686,1
446,205.847,158.1982,129.2149,161.2968,108.5033,151.2258,1
447,195.8672,151.0073,114.4031,153.6527,105.1074,150.4299,1
448,207.5307,172.1897,142.1038,169.9992,109.7627,145.8637,1
449,141.0776,103.2037,76.5873,111.7241,110.8319,146.3147,1
450,212.5572,144.3046,110.3316,154.106,103.0561,160.2994,1
451,199.3534,154.2001,125.6092,157.2625,109.0381,149.9186,1
452,204.515,141.9227,114.9419,151.3269,106.9977,157.3858,1
453,132.8499,92.9224,68.1913,103.6518,111.1857,147.1304,1
454,152.4977,105.7961,72.3076,115.5081,106.3295,151.1728,1
455,175.3932,114.8853,87.6253,127.5426,107.1762,156.5393,1
456,188.6229,136.496,110.5051,144.0389,109.0994,152.7954,1
457,183.3657,130.3989,98.2992,138.4543,106.0859,153.59,1
458,173.0362,124.9515,106.6877,133.8954,112.6823,150.5877,1
459,209.377,150.2284,109.0026,156.168,101.3737,156.902,1
460,180.159,133.2988,105.7296,139.8398,109.2066,150.7757,1
461,222.7353,180.7814,138.2705,177.8769,103.1621,149.4791,1
462,215.7266,178.543,142.9726,175.4133,107.0517,146.5625,1
463,191.5094,143.8674,117.2515,149.1713,109.5677,151.1231,1
464,219.5861,150.0181,126.0286,160.3619,107.2784,160.2949,1
465,213.1267,153.5061,134.8004,161.2596,110.9128,155.4237,1
466,215.956,160.0108,105.5491,162.4534,95.6059,156.5172,1
467,191.356,158.53,135.5649,158.3602,112.9094,144.1435,1
468,189.808,133.6932,80.3745,140.0151,95.9932,156.458,1
469,232.5988,161.5449,113.4244,168.2857,96.1163,162.6005,1
470,224.8647,174.7353,128.8588,174.4765,100.6824,153.5059,1
471,217.807,166.1251,114.516,166.9151,97.3828,154.3413,1
472,204.4259,141.3369,116.6176,151.1741,108.0681,157.4678,1
473,197.3931,160.8494,121.1507,159.6375,104.9939,146.788,1
474,236.4277,195.0161,156.8288,190.3672,105.1414,148.9029,1
475,210.2072,184.4041,157.4859,178.3274,112.4118,141.1944,1
476,196.2674,162.37,127.4212,160.707,107.8168,145.4066,1
477,216.9679,183.8617,171.5086,181.1901,117.7975,143.4148,1
478,221.8992,192.563,181.1597,187.7731,118.7458,141.7311,1
479,232.0119,198.9554,182.7857,193.7366,116.1696,143.8452,1
480,239.7754,193.744,177.9251,192.6618,114.3454,149.3671,1
481,232.295,208.0588,191.977,199.3244,117.4596,139.6967,1
482,242.2926,204.7852,192.1074,200.2593,117.0296,145.4481,1
483,244.32,202.1747,182.3537,198.4611,112.9747,147.7937,1
484,215.4198,174.037,160.5556,174.7877,116.1284,147.0123,1
485,236.1132,182.3407,168.9181,185.1638,114.2568,152.6057,1
486,222.424,167.0693,145.696,171.632,110.5093,153.848,1
487,223.5731,164.1962,135.4769,169.45,106.6731,156.1,1
488,240.4198,194.9823,170.7627,192.7559,110.6689,149.6106,1
489,234.019,180.5476,148.1714,181.6048,105.8667,153.7571,1
490,251.5323,210.9,191.6452,205.6699,113.5914,147.1903,1
491,188.9072,141.8201,122.6654,148.0445,112.619,150.1044,1
492,210.2955,177.6309,171.6973,176.37,120.6427,142.9509,1
493,206.8281,162.8438,151.3516,166.0312,116.5234,148.1484,1
494,231.0526,141.4398,125.8252,158.9455,108.1109,168.4699,1
495,234.4975,124.2451,118.2623,150.4044,109.2574,176.8676,1
496,187.0263,135.5602,107.891,142.9398,108.5677,152.8308,1
497,209.8451,165.3347,154.4958,168.369,116.7859,148.2994,1
498,228.1607,155.699,128.3716,165.6709,105.2126,161.8112,1
499,214.2949,164.0769,134.0192,166.8654,107.4872,152.2051,1
500,233.7122,185.3151,162.072,185.3102,110.6253,151.1191,1
501,218.1983,199.2581,188.5095,190.9516,120.4962,137.0731,1
502,231.052,207.0995,197.0287,199.0484,120.0358,139.2195,1
503,241.8108,217.3071,204.7101,207.656,118.8894,139.7174,1
504,216.6094,177.7946,152.4242,176.1886,111.0269,146.7508,1
505,208.0207,164.3817,147.8817,166.7663,114.432,148.1716,1
506,201.4872,170.2564,166.9103,169.9744,121.8333,142.1026,1
507,218.4693,170.6801,142.0977,172.0287,108.59,151.1341,1
508,202.4305,145.5883,124.1128,153.532,110.3233,154.4229,1
509,215.4895,175.6954,155.3866,175.166,113.187,146.8403,1
510,230.7243,189.1967,171.5276,187.4283,114.0827,147.5221,1
511,205.5019,163.2353,129.0953,163.704,106.9706,148.8676,1
512,240.334,195.8057,170.5771,193.1084,110.4111,149.3418,1
513,210.9944,156.8255,116.0769,160.6248,102.1182,154.6961,1
514,222.5764,184.4897,170.9714,182.8897,116.7537,145.9626,1
515,183.9839,132.6207,104.1356,140.308,108.1333,152.7747,1
516,230.9221,191.5974,173.539,188.8896,114.2403,146.6234,1
517,187.5853,154.318,144.1229,156.0584,118.5745,143.447,1
518,223.4845,169.881,139.2321,172.6833,106.6345,153.7536,1
519,235.5397,202.5833,177.2183,195.9643,111.996,144.3135,1
520,235.9,171.6386,153.0659,178.0886,110.4659,157.5364,1
521,241.1826,215.4435,201.5261,206.2652,118.0174,140.2391,1
522,237.6205,208.4018,187.817,200.3661,114.8705,142.2411,1
523,234.2245,204.1565,197.6429,198.432,120.6361,141.6939,1
524,241.3417,174.9,161.5917,182.0167,112.4333,158.1083,1
525,196.913,133.5963,120.1304,145.6646,112.5652,156.7702,1
526,216.2656,164.4844,144.3438,168.5469,111.4688,152.1719,1
527,238.0829,216.0652,205.3166,206.1474,119.9545,138.3702,1
528,207.9664,179.752,167.3412,176.4656,118.6277,141.3355,1
529,248.2397,229.5633,216.0346,216.664,119.2738,137.0168,1
530,227.4316,178.56,156.7621,179.6989,111.0695,151.1432,1
531,186.4159,156.0291,147.9612,157.0496,119.8804,142.0032,1
532,220.748,158.8352,139.6521,166.4882,110.3941,156.5824,1
533,250.452,205.1389,195.1035,202.8005,117.1641,148.553,1
534,227.3375,168.3028,137.8528,172.7244,105.8386,156.1568,1
535,236.0179,191.5108,161.2725,188.9182,108.188,149.6322,1
536,212.7837,170.395,145.5125,170.7618,110.6881,148.2476,1
537,206.2319,154.4395,110.1792,157.6131,101.0427,153.9147,1
538,226.7895,186.4545,185.1738,186.3558,121.5049,145.8317,1
539,221.2952,185.6952,167.5556,182.8349,114.8349,145.0413,1
540,161.2889,104.5167,103.5222,120.2167,119.2278,153.0111,1
541,241.8908,194.2899,190.0588,194.6891,118.9454,148.8866,1
542,220.8333,193.6597,187.2361,188.6875,121.2917,140.4514,1
543,228.0053,164.2381,131.933,170.2522,104.1958,158.2293,1
544,237.2714,186.0263,172.6398,187.7023,114.8059,151.551,1
545,234.0269,198.5573,178.8423,193.7401,114.0753,145.043,1
546,239.4286,189.3294,171.8016,189.7421,112.9286,151.246,1
547,224.0373,198.6382,186.7741,191.932,118.9583,139.943,1
548,242.6378,190.766,170.0353,191.0513,111.2564,152.2151,1
549,199.9821,144.5536,110.6964,151.0179,105.0179,154.7857,1
550,217.9064,173.2276,175.3813,176.4552,122.3626,147.4305,1
551,218.6222,187.5389,182.6028,184.5861,121.1889,142.0472,1
552,201.2207,141.8345,123.2736,151.2828,111.0989,155.3425,1
553,232.6605,175.5066,151.6658,179.0584,109.2706,154.7493,1
554,229.7222,178.5486,163.4167,181.0035,113.7743,151.6319,1
555,206.1667,144.5111,130.9444,154.6333,112.8,156.11,1
556,220.2306,171.3083,163.325,174.925,117.2472,150.175,1
557,223.7053,200.6026,200.6349,194.2185,124.4457,138.1891,1
558,227.4271,195.9459,189.5271,191.7105,120.4459,142.2684,1
559,226.7248,171.4469,160.0593,176.3248,114.7848,153.1269,1
560,217.5684,203.7379,194.7084,193.6084,122.0347,134.8632,1
561,230.5258,210.5893,197.7361,200.6825,119.2877,137.8175,1
562,189.526,134.745,23.2222,134.867,70.912,160.027,2
563,144.7076,87.3465,47.1067,101.8173,102.0453,155.8582,2
564,200.4581,127.691,92.763,140.9313,101.8758,162.4413,2
565,175.5455,128.7237,93.0083,135.0821,105.2681,151.3099,2
566,234.2131,142.6438,61.5448,154.0871,78.7634,174.0129,2
567,214.9964,116.5333,54.5464,135.2869,86.0786,175.6381,2
568,193.9727,109.4578,43.1104,125.2084,86.1675,169.7233,2
569,207.8287,173.2698,92.1448,165.7025,87.1127,148.944,2
570,219.4901,181.6276,89.5857,172.6819,81.7646,151.1638,2
571,203.6017,153.0964,58.8566,151.2256,79.1476,156.9015,2
572,194.203,146.109,83.8158,147.7857,93.7782,153.8102,2
573,203.7034,147.5278,74.6732,149.9278,87.4312,158.0322,2
574,248.5451,164.8854,120.3403,174.7535,96.059,167.8924,2
575,209.0943,146.531,99.9885,153.3517,98.092,158.9609,2
576,224.5631,154.5217,109.7919,162.3219,97.9389,161.912,2
577,242.7333,151.4167,111.5833,165.6111,96.7111,170.8611,2
578,220.7146,167.9458,118.8271,168.9917,98.5708,154.7115,2
579,208.473,140.0904,67.4783,146.7565,85.9339,163.2557,2
580,172.7182,110.1259,63.71,122.1368,98.2068,159.0282,2
581,189.9793,123.2899,85.2692,135.2574,101.6361,159.8225,2
582,196.9526,148.9603,88.3336,150.319,94.306,153.6293,2
583,207.3261,178.3218,52.4747,164.29,68.4531,149.7172,2
584,231.2183,199.0828,84.7871,183.9763,73.0742,150.5032,2
585,203.4583,161.7479,85.2604,158.1583,88.1708,151.8187,2
586,192.8521,153.218,82.6366,150.8697,91.1028,150.5514,2
587,202.5145,118.1157,80.6302,135.4339,98.9979,167.7769,2
588,170.6914,112.6406,82.1641,124.707,106,155.6758,2
589,215.7123,147.4965,102.6088,155.8,98.2526,161.1895,2
590,212.8162,127.0147,67.7647,141.2941,89.0074,169.8897,2
591,222.278,129.3927,46.1533,142.8251,77.6459,174.7706,2
592,243.6417,148.3243,87.1099,161.8771,86.8588,174.2337,2
593,163.0889,107.88,69.792,119.1218,103.1218,154.9733,2
594,252.1975,159.5125,37.7625,164.88,60.835,177.3938,2
595,235.2473,137.2935,88.3696,154.2853,91.9647,174.4837,2
596,235.2138,184.5839,126.875,181.8635,95.0674,154.3832,2
597,182.4412,113.3749,75.1185,127.3546,101.0884,160.9576,2
598,200.0476,131.1788,78.2896,141.1944,94.5782,161.9252,2
599,213.39,157.8533,111.99,161.4383,99.6333,155.6333,2
600,186.7779,138.1848,95.0717,142.9131,102.1228,152.5338,2
601,233.4207,182.1376,130.479,180.5513,97.6628,154.284,2
602,214.1793,148.6134,92.7031,155.0168,93.8011,160.6751,2
603,193.3302,126.4444,80.6821,137.2716,97.8241,160.6049,2
604,237.8492,171.8738,115.9138,175.0708,93.5569,160.9723,2
605,169.8673,107.413,61.6076,119.8112,98.4794,159,2
606,189.9231,125.4263,84.8285,136.3141,100.8734,159.1987,2
607,198.3143,129.898,81.4439,140.3796,96.3571,161.2653,2
608,185.13,92.9757,64.2929,116.6943,101.83,170.51,2
609,203.5975,136.2926,81.8963,145.0247,94.179,161.2284,2
610,188.9778,132.5361,64.7917,137.7,89.6333,157.6806,2
611,227.5987,145.7796,88.0033,156.5526,90.3059,167.9342,2
612,214.8543,130.0059,75.0342,144.0235,91.1369,169.0547,2
613,215.314,135.3578,51.6707,144.6068,79.4325,169.0165,2
614,207.4588,164.4808,80.6905,160.0485,84.8471,152.8031,2
615,194.8155,147.5431,87.4396,148.9452,94.5296,152.937,2
616,205.6005,151.9689,76.7249,152.9163,87.049,157.061,2
617,211.2508,185.0619,62.1054,169.6505,70.112,148.2224,2
618,209.4066,154.0821,22.5467,149.6616,62.1301,161.7614,2
619,223.3834,157.1359,94.7018,161.8438,90.7059,161.6389,2
620,212.4934,130.7073,27.3668,139.1446,70.5496,171.2509,2
621,192.5513,136.3571,66.7076,140.7411,88.8013,157.6786,2
622,212.6368,129.3,86.4474,144.2526,96.5526,167.7211,2
623,235.5077,161.8375,118.1347,169.5805,97.9752,163.4427,2
624,234.7724,163.6724,112.8671,169.8632,95.1855,162.7711,2
625,168.5408,127.8133,85.5606,132.0792,103.3511,148.8343,2
626,133.652,91.1181,37.4587,99.9467,97.7764,150.7586,2
627,135.7398,99.3675,38.1675,104.7089,95.5041,148.2439,2
628,175.6786,141.0275,78.2005,139.8929,95.044,147.456,2
629,147.2557,122.4452,63.1235,121.7548,98,143.4174,2
630,203.8242,141.1978,70.1758,146.3736,87.4359,160.5385,2
631,219.2243,133.2517,61.286,145.4691,83.3982,170.8535,2
632,205.0868,151.5313,89.5128,153.7893,92.8461,155.9317,2
633,203.0014,143.4109,64.7306,146.7415,84.6104,159.7079,2
634,206.488,125.8397,89.3062,141.1938,100.1053,166.0239,2
635,214.1976,148.7294,71.2024,152.9506,84.2071,162.2071,2
636,183.0844,133.3052,64.539,136.5411,90.342,154.7814,2
637,213.1805,160.0616,102.9449,161.5195,94.913,155.4573,2
638,241.1192,173.8192,110.4,176.3038,89.9038,162.1038,2
639,150.2733,91.1067,55.1133,105.91,103.51,156.5567,2
640,200.8904,149.7762,91.7945,152.08,94.8663,154.6123,2
641,170.1818,110.7078,80.75,123.4448,105.9805,156.2695,2
642,237.2523,170.4985,112.9877,173.9323,92.7046,161.3723,2
643,200.2692,135.3192,87.5538,144.2038,97.1577,159.9231,2
644,190.5475,143.6303,96.9778,146.7515,100.6768,152.1152,2
645,198.8034,126.2521,88.5684,139.4786,100.8291,162.4316,2
646,203.3017,144.2845,78.546,148.6351,90.204,158.5718,2
647,239.1004,207.4598,153.5223,197,99.5871,145.692,2
648,231.0691,160.3079,115.8069,167.4848,97.9136,162.2409,2
649,180.7125,97.612,57.8325,117.2892,98.2152,167.3069,2
650,178.2687,104.9966,66.5425,121.2194,100.2075,162.9711,2
651,189.4051,142.6103,64.7744,142.8974,86.8,154.159,2
652,200.3838,110.2241,75.8347,130.4594,99.4314,169.9888,2
653,210.0517,95.8325,2.8227,118.532,70.1798,184.8424,2
654,238.1346,157.5534,102.9658,166.6688,91.9915,167.2895,2
655,177.6515,103.4848,48.697,118.5455,92.9545,164.6212,2
656,191.5952,111.6577,52.5268,126.6429,90.006,167.3274,2
657,192.225,82.25,39.375,110.73,92.975,179.425,2
658,142.2131,74.7303,23.2697,92.4926,95.1453,161.1133,2
659,158.7645,77.7645,28.4543,98.7618,94.3961,167.0166,2
660,210.6698,121.2824,53.3094,136.4583,84.7855,172.0594,2
661,219.7366,132.7922,75.7531,146.7922,89.7922,170.2016,2
662,203.057,129.0131,83.8711,141.3922,96.8562,163.6172,2
663,211.9587,141.4298,100.9421,151.7052,100,161.5124,2
664,170.9675,126.6375,89.695,132.535,105.0125,150.1075,2
665,221.2992,168.3468,112.2409,168.607,95.2367,155.0313,2
666,200.7341,138.2306,81.9271,145.24,93.9741,159.4588,2
667,220.8271,127.08,43.7483,141.0442,77.4817,175.1646,2
668,246.0406,152.2941,89.8235,164.7688,86.5375,173.6298,2
669,205.9265,136.4246,88.4757,146.3075,96.4776,161.7813,2
670,211.1667,158.6422,107.0422,160.6622,97.36,154.86,2
671,181.6158,123.7842,70.8605,131.9632,95.9789,157.2132,2
672,217.5879,137.1939,87.9576,149.6364,94.503,166.8848,2
673,175.4577,105.0115,81.3538,121.9635,107.4173,160.7019,2
674,199.1403,112.3763,75.369,131.1622,98.7786,168.8254,2
675,188.3236,151.6487,71.3583,147.794,87.2877,149.8224,2
676,187.6027,149.7683,84.6339,147.9551,93.9187,149.2587,2
677,252.9928,180.7412,125.635,184.3699,93.0248,163.6874,2
678,232.6476,140.4432,83.0286,154.6574,88.8467,172.5839,2
679,165.6907,106.6296,51.9907,117.3389,95.3074,157.9,2
680,146.0639,89.1591,48.8196,103.2656,102.0852,155.7017,2
681,229.2326,200.5447,83.7489,184.1218,72.4025,148.8767,2
682,198.5279,158.5059,85.8792,155.295,90.1715,150.7648,2
683,210.6974,166.9862,81.22,162.2277,83.8544,153.3246,2
684,193.8458,146.1607,85.3096,147.8027,94.3263,153.2809,2
685,203.9682,150.6667,75.5749,151.7338,87.1172,156.8362,2
686,191.0769,143.0523,73.0397,144.3714,89.9571,154.1047,2
687,213.5859,146.799,92.8139,153.9523,94.4575,161.156,2
688,184.1426,111.1651,62.8499,125.4899,96.0034,163.5576,2
689,208.3971,143.7114,89.3709,150.7122,94.5292,160.2104,2
690,233.2162,180.4119,120.9772,178.6864,94.0079,155.4386,2
691,185.794,114.5306,74.4065,128.7208,99.8573,162.1085,2
692,243.3509,215.1882,119.4726,198.6446,81.7823,147.1866,2
693,232.8028,181.4448,70.1465,174.1259,71.4894,158.4949,2
694,165.2408,115.8136,91.0547,125.7318,109.9744,151.563,2
695,172.4462,135.6258,96.8439,138.1441,105.6826,146.7425,2
696,160.857,104.6222,65.4034,116.4505,102.6196,155.3766,2
697,168.9899,119.3903,73.5419,126.7911,100.4114,153.1139,2
698,175.8973,124.1336,88.3874,132.3992,104.4951,153.2263,2
699,233.2162,180.4119,120.9772,178.6864,94.0079,155.4386,2
700,185.794,114.5306,74.4065,128.7208,99.8573,162.1085,2
701,243.3509,215.1882,119.4726,198.6446,81.7823,147.1866,2
702,232.8028,181.4448,70.1465,174.1259,71.4894,158.4949,2
703,165.2408,115.8136,91.0547,125.7318,109.9744,151.563,2
704,172.4462,135.6258,96.8439,138.1441,105.6826,146.7425,2
705,160.857,104.6222,65.4034,116.4505,102.6196,155.3766,2
706,168.9899,119.3903,73.5419,126.7911,100.4114,153.1139,2
707,175.8973,124.1336,88.3874,132.3992,104.4951,153.2263,2
708,164.1693,110.2372,86.2152,122.1664,109.6492,153.4541,2
709,179.7079,87.5915,61.2334,112.2855,102.6779,170.2592,2
710,137.3702,108.8724,85.9996,114.5981,113.7335,142.175,2
711,108.1731,78.3055,51.4057,88.2791,111.8211,143.1684,2
712,161.8064,111.0891,85.1454,121.8767,109.3543,152.1181,2
713,156.8638,101.5863,76.5419,114.9903,108.8911,153.9153,2
714,160.6139,83.9905,63.7375,105.828,108.0205,163.0425,2
715,152.7836,97.7523,73.4792,111.7168,109.3826,153.7239,2
716,151.1683,116.2016,89.854,122.1866,111.2946,145.2316,2
717,180.954,126.8714,95.749,135.7991,106.3493,153.8234,2
718,149.491,96.0861,67.0496,109.3774,107.612,153.3291,2
719,106.4103,52.4216,35.7207,73.2535,112.5739,152.8082,2
720,146.6628,71.6472,49.7485,94.6672,107.508,162.5451,2
721,139.6668,79.6572,54.4394,97.3487,108.2949,156.084,2
722,157.6857,100.8356,69.6184,114.1556,105.7363,155.0043,2
723,132.2785,102.2961,79.7296,109.3514,113.4805,142.8253,2
724,137.7529,102.0778,82.4601,110.8969,114.1082,145.2067,2
725,139.7358,120.4562,97.1161,122.1031,115.0098,138.2294,2
726,143.6244,106.7039,77.3568,114.2425,109.8755,146.3087,2
727,142.513,110.1177,96.8742,117.5887,117.6511,143.1924,2
728,130.7644,96.8829,74.0881,105.6802,112.8205,144.4591,2
729,167.4656,123.4526,87.4048,129.8158,105.5146,149.9142,2
730,165.0761,122.8552,89.3913,129.0808,107.2928,148.7569,2
731,170.8096,125.4863,96.401,132.5557,108.7585,150.0906,2
732,137.3951,74.8539,34.2938,92.377,100.9066,158.2761,2
733,164.3806,122.7253,88.5937,128.7641,106.9579,148.6139,2
734,150.0178,111.8009,75.8146,118.3061,106.7036,147.1476,2
735,137.0938,107.2161,73.959,112.5399,109.3048,143.833,2
736,130.5556,94.4092,49.1349,101.9207,102.9103,147.016,2
737,147.2725,110.9977,60.0611,115.6347,100.5162,147.406,2
738,115.6783,79.4902,43.7993,90.0791,107.0169,146.2499,2
739,139.4329,80.4994,46.1113,96.8985,104.2378,156.2336,2
740,170.7812,122.7476,94.0614,130.9474,108.5595,151.3497,2
741,192.9337,131.6554,92.9426,141.0244,102.0701,157.6607,2
742,178.1524,125.57,94.767,134.3271,106.7862,153.2035,2
743,167.9357,101.6128,58.2274,116.043,99.0473,160.1314,2
744,127.2484,85.5349,34.3285,95.0678,99.3067,150.0882,2
745,122.6606,89.0775,42.4453,96.5699,102.5343,145.9757,2
746,159.6526,112.2198,96.9213,123.0614,114.3152,149.9528,2
747,163.1121,84.0883,62.3916,106.3719,106.982,164.356,2
748,171.0473,136.9111,83.8511,137.1383,99.6585,146.7156,2
749,160.3413,129.0147,86,130.6429,104.5744,144.9308,2
750,152.0156,127.4968,92.8951,128.4021,109.4372,141.2393,2
751,156.6303,107.7977,91.2713,119.5091,113.4618,150.7507,2
752,154.2021,78.3927,60.9731,101.1081,109.3214,162.4122,2
753,164.0288,107.7153,73.1084,119.575,104.2823,155.049,2
754,106.0614,63.2667,28.5584,77.9382,106.5083,149.1394,2
755,116.9709,70.3823,36.1286,85.0727,106.1141,150.9789,2
756,170.077,113.1909,78.7102,124.4249,104.1932,155.2974,2
757,134.1481,76.6649,50.534,94.0382,108.147,154.9546,2
758,149.8393,96.866,60.9561,109.2759,104.1904,153.6042,2
759,125.3387,75.8336,47.9376,91.0886,108.6969,151.8,2
760,128.021,75.9516,56.7027,92.7361,111.798,152.3126,2
761,109.9884,84.8051,72.8417,94.1222,118.9548,140.0558,2
